(9, u'aslt-agg-police-gun')
(8, u'gambling-gaming-operation')
(8, u'obscene-material-possess')
(8, u'liquor-other-viol')
(7, u'loitering')
(7, u'sex-aslt-w-object-pot')
(7, u'wiretapping')
(6, u'liquor-misrepresent-age-minor')
(5, u'escape-aiding')
(4, u'sex-off-registration-viol')
(4, u'gambling-betting-wagering')
(3, u'obscene-material-mfr')
(2, u'eavesdropping')
(2, u'drug-barbiturate-mfr')
(2, u'homicide-solicitation')
(2, u'liquor-manufacturing')
(2, u'gambling-device')
(2, u'pub-peace-desecrate-symb')
(2, u'altering-vin-number')
(1, u'theft-from-yards')
(1, u'homicide-police-by-gun')
(1, u'homicide-negligent')
(1, u'riot')
(1, u'drug-hallucinogen-mfr')
(1, u'theft-of-cable-services')
